x,reaction_progress
0.01898,1.0000009191582795
0.019,1.0000009564629693
0.01902,1.0000009916792592
0.01904,1.0000010247553641
0.01906,1.0000010556388392
0.01908,1.0000010842766867
0.0191,1.0000011106154818
0.01912,1.0000011346015159
0.01914,1.000001156180962
0.01916,1.0000011753000657
0.01918,1.0000011919053606
0.0192,1.0000012059439136
0.01922,1.0000012173636021
0.01924,1.0000012261134283
0.01926,1.0000012321438712
0.01928,1.0000012354072807
0.0193,1.0000012358583226
0.01932,1.000001233454471
0.01934,1.0000012281565618
0.01936,1.0000012199294062
0.01938,1.0000012087424726
0.0194,1.0000011945706446
0.01942,1.0000011773950606
0.01944,1.0000011572040408
0.01946,1.0000011339941133
0.01948,1.0000011077711466
0.0195,1.0000010785515958
0.01952,1.0000010463638744
0.01954,1.0000010112498645
0.01956,1.000000973266572
0.01958,1.0000009324879422
0.0196,1.0000008890068477
0.01962,1.0000008429372613
0.01964,1.000000794416626
0.01966,1.000000743608437
0.01968,1.0000006907050447
0.0197,1.0000006359306868
0.01972,1.0000005795447562
0.01974,1.0000005218452972
0.01976,1.0000004631727084
0.01978,1.0000004039136108
0.0198,1.000000344504783
0.01982,1.0000002854370038
0.01984,1.0000002272585071
0.01986,1.0000001745343865
0.01988,1.000000127702582
0.0199,1.0000000872376793
0.01992,1.0000000536539677
0.01994,1.000000027508756
0.01996,1.000000009405961
0.01998,1.0
0.02,1.0
